수험번호,선택과목,문제번호,대분류,중분류,소분류,학생이 쓴 답,정답,배점
47,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
47,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
47,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,1,2,4
47,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
47,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,1,5,4
47,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
47,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
47,공통,16,수학Ⅰ,지수와 로그,로그 방정식,920,7,3
47,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
47,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
47,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
47,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,763,80,4
47,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,986,220,4
47,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,544,58,4
47,미적분,23,미적분,극한,함수의 극한값,1,1,2
47,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
47,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
47,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
47,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
47,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
47,미적분,29,미적분,미분법,역함수의 미분,3,3,4
47,미적분,30,미적분,정적분,정적분과 미분의 활용,449,283,4
48,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
48,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
48,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
48,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
48,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
48,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
48,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
48,공통,8,수학Ⅱ,미분법,접선의 방정식,3,1,3
48,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
48,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
48,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
48,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,5,2,4
48,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
48,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
48,공통,15,수학Ⅰ,수열,점화식 문제,1,3,4
48,공통,16,수학Ⅰ,지수와 로그,로그 방정식,35,7,3
48,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,666,16,3
48,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
48,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,222,4,3
48,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,723,80,4
48,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,751,220,4
48,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
48,미적분,23,미적분,극한,함수의 극한값,1,1,2
48,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
48,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
48,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
48,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
48,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
48,미적분,29,미적분,미분법,역함수의 미분,587,3,4
48,미적분,30,미적분,정적분,정적분과 미분의 활용,506,283,4
49,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
49,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
49,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
49,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
49,공통,5,수학Ⅰ,수열,등차수열의 일반항,4,3,3
49,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,2,5,3
49,공통,7,수학Ⅰ,수열,수열의 합,2,5,3
49,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
49,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
49,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
49,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,4,2,4
49,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
49,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,3,5,4
49,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
49,공통,15,수학Ⅰ,수열,점화식 문제,5,3,4
49,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
49,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,434,16,3
49,공통,18,수학Ⅰ,수열,수열의 합,847,13,3
49,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,239,4,3
49,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
49,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
49,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,595,58,4
49,미적분,23,미적분,극한,함수의 극한값,1,1,2
49,미적분,24,미적분,정적분,정적분 계산 문제,4,2,3
49,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
49,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
49,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
49,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
49,미적분,29,미적분,미분법,역함수의 미분,3,3,4
49,미적분,30,미적분,정적분,정적분과 미분의 활용,283,283,4
50,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
50,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
50,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
50,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
50,공통,5,수학Ⅰ,수열,등차수열의 일반항,4,3,3
50,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
50,공통,7,수학Ⅰ,수열,수열의 합,1,5,3
50,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
50,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,4,3,4
50,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
50,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
50,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,5,2,4
50,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
50,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
50,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
50,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
50,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
50,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
50,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
50,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,481,80,4
50,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,909,220,4
50,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
50,미적분,23,미적분,극한,함수의 극한값,1,1,2
50,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
50,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
50,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
50,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
50,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
50,미적분,29,미적분,미분법,역함수의 미분,3,3,4
50,미적분,30,미적분,정적분,정적분과 미분의 활용,648,283,4
51,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
51,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
51,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
51,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
51,공통,5,수학Ⅰ,수열,등차수열의 일반항,5,3,3
51,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
51,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
51,공통,8,수학Ⅱ,미분법,접선의 방정식,2,1,3
51,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
51,공통,10,수학Ⅱ,적분법,속도와 거리,1,4,4
51,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
51,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,3,2,4
51,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
51,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
51,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
51,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
51,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,858,16,3
51,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
51,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
51,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
51,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
51,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,166,58,4
51,미적분,23,미적분,극한,함수의 극한값,1,1,2
51,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
51,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
51,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
51,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
51,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
51,미적분,29,미적분,미분법,역함수의 미분,168,3,4
51,미적분,30,미적분,정적분,정적분과 미분의 활용,952,283,4
52,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
52,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
52,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
52,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
52,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
52,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
52,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
52,공통,8,수학Ⅱ,미분법,접선의 방정식,4,1,3
52,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
52,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
52,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
52,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
52,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
52,공통,14,수학Ⅱ,적분법,정적분 활용,1,5,4
52,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
52,공통,16,수학Ⅰ,지수와 로그,로그 방정식,587,7,3
52,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,448,16,3
52,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
52,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,46,4,3
52,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
52,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
52,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
52,미적분,23,미적분,극한,함수의 극한값,1,1,2
52,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
52,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
52,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
52,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
52,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
52,미적분,29,미적분,미분법,역함수의 미분,490,3,4
52,미적분,30,미적분,정적분,정적분과 미분의 활용,544,283,4
53,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
53,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
53,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
53,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
53,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
53,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,1,5,3
53,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
53,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
53,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
53,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
53,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
53,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,5,2,4
53,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,5,5,4
53,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
53,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
53,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
53,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
53,공통,18,수학Ⅰ,수열,수열의 합,339,13,3
53,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,811,4,3
53,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,44,80,4
53,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,173,220,4
53,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
53,미적분,23,미적분,극한,함수의 극한값,1,1,2
53,미적분,24,미적분,정적분,정적분 계산 문제,5,2,3
53,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
53,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
53,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
53,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
53,미적분,29,미적분,미분법,역함수의 미분,98,3,4
53,미적분,30,미적분,정적분,정적분과 미분의 활용,419,283,4
54,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
54,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
54,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
54,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
54,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
54,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,1,5,3
54,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
54,공통,8,수학Ⅱ,미분법,접선의 방정식,5,1,3
54,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
54,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
54,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,3,2,4
54,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
54,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,1,5,4
54,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
54,공통,15,수학Ⅰ,수열,점화식 문제,4,3,4
54,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
54,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,171,16,3
54,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
54,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,239,4,3
54,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,415,80,4
54,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,133,220,4
54,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
54,미적분,23,미적분,극한,함수의 극한값,1,1,2
54,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
54,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
54,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
54,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,3,3,3
54,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
54,미적분,29,미적분,미분법,역함수의 미분,910,3,4
54,미적분,30,미적분,정적분,정적분과 미분의 활용,86,283,4
55,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
55,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
55,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
55,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,1,1,3
55,공통,5,수학Ⅰ,수열,등차수열의 일반항,3,3,3
55,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
55,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
55,공통,8,수학Ⅱ,미분법,접선의 방정식,5,1,3
55,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
55,공통,10,수학Ⅱ,적분법,속도와 거리,4,4,4
55,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
55,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
55,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,3,5,4
55,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
55,공통,15,수학Ⅰ,수열,점화식 문제,3,3,4
55,공통,16,수학Ⅰ,지수와 로그,로그 방정식,379,7,3
55,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
55,공통,18,수학Ⅰ,수열,수열의 합,123,13,3
55,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,596,4,3
55,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,739,80,4
55,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
55,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,58,58,4
55,미적분,23,미적분,극한,함수의 극한값,1,1,2
55,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
55,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
55,미적분,26,미적분,정적분,회전체의 부피 계산,2,3,3
55,미적분,27,미적분,수열의 극한,점화식을 이용한 극한,4,3,3
55,미적분,28,미적분,정적분,부피와 삼각함수의 극한,4,4,4
55,미적분,29,미적분,미분법,역함수의 미분,836,3,4
55,미적분,30,미적분,정적분,정적분과 미분의 활용,405,283,4
56,공통,1,수학Ⅰ,지수와 로그,로그 함수의 성질,4,4,2
56,공통,2,수학Ⅱ,함수의 극한,함수의 극한값 계산,1,1,2
56,공통,3,수학Ⅰ,삼각함수,삼각함수의 성질,2,2,2
56,공통,4,수학Ⅱ,함수의 연속성,연속의 개념 및 조건,3,1,3
56,공통,5,수학Ⅰ,수열,등차수열의 일반항,5,3,3
56,공통,6,수학Ⅱ,미분법,극댓값과 극솟값,5,5,3
56,공통,7,수학Ⅰ,수열,수열의 합,5,5,3
56,공통,8,수학Ⅱ,미분법,접선의 방정식,1,1,3
56,공통,9,수학Ⅰ,삼각함수,삼각함수의 그래프와 성질,3,3,4
56,공통,10,수학Ⅱ,적분법,속도와 거리,1,4,4
56,공통,11,수학Ⅱ,함수의 극한,이차함수의 최대최소,2,2,4
56,공통,12,수학Ⅱ,미분법,접선과 수선의 성질,2,2,4
56,공통,13,수학Ⅰ,삼각함수,삼각비를 이용한 기하 문제,4,5,4
56,공통,14,수학Ⅱ,적분법,정적분 활용,5,5,4
56,공통,15,수학Ⅰ,수열,점화식 문제,5,3,4
56,공통,16,수학Ⅰ,지수와 로그,로그 방정식,7,7,3
56,공통,17,수학Ⅱ,미분법,도함수를 통한 함수 구하기,16,16,3
56,공통,18,수학Ⅰ,수열,수열의 합,13,13,3
56,공통,19,수학Ⅱ,다항식,다항식의 실근 개수,4,4,3
56,공통,20,수학Ⅱ,적분법,정적분과 넓이 계산,80,80,4
56,공통,21,수학Ⅰ,삼각함수,삼각함수 활용,220,220,4
56,공통,22,수학Ⅱ,미분법,삼차함수의 극값과 방정식,512,58,4
56,미적분,23,미적분,극한,함수의 극한값,1,1,2
56,미적분,24,미적분,정적분,정적분 계산 문제,2,2,3
56,미적분,25,미적분,수열의 극한,수렴 조건과 극한값,5,5,3
56,미적분,26,미적분,정적분,회전체의 부피 계산,3,3,3
